#,Project,Tracker,Parent task,Parent task subject,Status,Priority,Subject,Author,Assignee,Updated,Category,Target version,Start date,Due date,Estimated time,Total estimated time,Spent time,Total spent time,% Done,Created,Closed,Last updated by,Related issues,Files,Tags,Bug Detected Phase,Bug Injected Phase,Log Type
660,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,无效的名医，身份证重复，也可以重新提交,毕艳芳,刘邵文,2020-04-26 16:18,"",V0.7,2020-04-24,2020-04-24,"","",0.00,0.00,100,2020-04-23 18:06,2020-04-26 16:18,徐苗,Related to #467,"企业微信截图_7b946790-879f-4315-97c9-7ec651e50097.png
企业微信截图_9085c187-e3c0-4905-aa1e-8aeeef2ee649.png",穿山甲,UAT Bug,开发,""
659,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,脑防委名医添加好，提示页面完成，应该回到列表页，但是却跳转到选择分类页面,毕艳芳,刘邵文,2020-04-24 09:09,"",V0.7,2020-04-23,2020-04-23,"","",0.00,0.00,100,2020-04-23 14:59,2020-04-24 09:09,徐苗,"",d1ecbb13153c3c3b0b9fdc49850ced42.jpg,穿山甲,UAT Bug,开发,""
656,穿山甲,Story,393,场次管理，活动是否能举行,Done,Normal,如果DSM+项目+活动分类场次 AMM无法确认别名,毕艳芳,刘邵文,2020-05-25 13:35,"",V0.7,2020-04-24,2020-04-24,4.00,4.00,0.00,0.00,100,2020-04-22 20:00,2020-05-25 13:35,徐苗,Related to #713,"","穿山甲, nood-service","","",""
653,穿山甲,Story,393,场次管理，活动是否能举行,Done,Normal,项目管理-详情-项目+DSM+活动分类 场次查询,毕艳芳,刘邵文,2020-05-25 13:35,"",V0.7,2020-04-28,2020-05-06,15.00,15.00,0.00,0.00,100,2020-04-22 19:50,2020-05-25 13:35,徐苗,"Related to #711, Related to #712, Related to #715, Related to #721, Related to #774","","咯叽运营, noodle-thymeleaf","","",""
652,穿山甲,Story,393,场次管理，活动是否能举行,Done,Normal,项目管理-详情-变更记录管理,毕艳芳,刘邵文,2020-05-25 13:35,"",V0.7,2020-04-23,2020-05-08,"","",0.00,0.00,100,2020-04-22 19:40,2020-05-25 13:35,徐苗,"Related to #726, Related to #727, Related to #728, Related to #729, Related to #730, Related to #731, Related to #765","",咯叽运营,"","",""
650,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,项目管理中的编辑DSM时，去掉一个DSM点击保存无效,徐苗,刘邵文,2020-04-22 17:14,"",V0.7,2020-04-22,2020-04-22,"","",0.00,0.00,100,2020-04-22 15:01,2020-04-22 17:14,徐苗,Related to #631,"","",IT Bug,开发,""
646,穿山甲,Story,393,场次管理，活动是否能举行,Done,Normal,项目管理变更,毕艳芳,刘邵文,2020-05-25 13:35,"",V0.7,2020-04-26,2020-04-27,8.00,8.00,0.00,0.00,100,2020-04-21 21:11,2020-05-25 13:35,徐苗,Related to #719,"","咯叽运营, noodle-thymeleaf","","",""
643,穿山甲,Log,471,重构 Project 核心模型,Done,High,NonUniqueResultException: query did not return a unique EventServiceImpl.editToDesignMaterialInfo(EventServiceImpl.java:739) ,谷常生,刘邵文,2020-06-19 14:12,"",V0.7,2020-04-21,2020-04-22,"","",0.00,0.00,100,2020-04-21 18:09,2020-04-24 09:09,徐苗,Related to #642,"","","","",Java Log
642,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,脑防委修改活动医院报错,刘邵文,刘邵文,2020-04-26 13:06,"",V0.7,2020-04-21,2020-04-21,"","",0.00,0.00,100,2020-04-21 14:30,2020-04-24 09:09,徐苗,Related to #643,WXWorkCapture_15874505998073.png,"",PRD Bug,开发,""
641,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,可修改医院别名的医院条件，应为大于等于10分钟,徐苗,刘邵文,2020-04-21 11:54,"",V0.7,2020-04-21,2020-04-21,"","",0.00,0.00,100,2020-04-21 11:17,2020-04-21 11:54,徐苗,Related to #396,"","",PRD Bug,需求,""
639,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,早安血糖面单核查页面的活动查询出来的数据是重复的,毕艳芳,刘邵文,2020-04-29 09:10,"",V0.7,2020-04-21,2020-04-21,"","",0.00,0.00,100,2020-04-21 10:04,2020-04-29 09:10,徐苗,"",企业微信截图_15874334239670.png,noodle-thymeleaf,PRD Bug,开发,""
634,穿山甲,Bug,471,重构 Project 核心模型,Rejected,Normal,调查问卷医生管理跳转到最后一页报错500,毕艳芳,刘邵文,2020-04-20 11:13,"",V0.7,2020-04-20,2020-04-20,"","",0.00,0.00,0,2020-04-20 10:53,2020-04-20 11:13,徐苗,Related to #585,企业微信截图_a69c7c18-0aa3-46b2-bfea-642cc079007c.png,"",UAT Bug,合并代码,""
629,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,AMM确认活动医院别名时候，其他同医院的活动并且是无效的，也需要重新计算有效性,毕艳芳,刘邵文,2020-04-29 09:10,"",V0.7,2020-04-20,2020-04-21,6.00,6.00,0.00,0.00,100,2020-04-17 17:45,2020-04-29 09:10,徐苗,"","","穿山甲, nood-service","","",""
628,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,名医详情中的「所属医院没显示」,徐苗,刘邵文,2020-04-17 17:46,"",V0.7,2020-04-17,2020-04-17,"","",0.00,0.00,100,2020-04-17 17:43,2020-04-17 17:46,徐苗,Related to #467,clipboard-202004171742-kidon.png,"",IT Bug,开发,""
622,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,医脉通推送直播报告的页面查询和管理,毕艳芳,刘邵文,2020-04-29 09:10,"",V0.7,2020-04-21,2020-04-23,16.00,16.00,0.00,0.00,100,2020-04-16 19:22,2020-04-29 09:10,徐苗,"Related to #662, Related to #663",签到表导出模版.xlsx,"咯叽运营, noodle-thymeleaf","","",""
618,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,早安血糖tracking表管理优化和DSM查询修改,毕艳芳,刘邵文,2020-04-29 09:10,"",V0.7,2020-04-17,2020-04-17,5.00,5.00,0.00,0.00,100,2020-04-16 18:54,2020-04-29 09:10,徐苗,"",story_618.sql,"早安血糖 e 讲堂, noodle-thymeleaf","","",""
615,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,Tracing导入修改修改活动验证,毕艳芳,刘邵文,2020-04-29 09:10,"",V0.7,2020-04-17,2020-04-17,2.00,2.00,0.00,0.00,100,2020-04-16 18:48,2020-04-29 09:10,徐苗,"","","血压 e 讲堂, noodle-thymeleaf","","",""
612,穿山甲,Bug,569,E 讲堂的医生信息收集,Done,Normal,如果填问卷的时候，填了不存在的问卷，在后台搜索这个医生时报500错,徐苗,刘邵文,2020-04-16 15:27,"",V0.7,2020-04-16,2020-04-16,"","",0.00,0.00,100,2020-04-16 11:34,2020-04-16 15:27,徐苗,Related to #585,"","",IT Bug,开发,""
610,穿山甲,Bug,569,E 讲堂的医生信息收集,Done,Normal,医院架构/问卷医生 导入中的时候，导入的按钮禁用,徐苗,刘邵文,2020-04-16 13:48,"",V0.7,2020-04-16,2020-04-16,"","",0.00,0.00,100,2020-04-15 18:49,2020-04-16 13:48,徐苗,"Related to #586, Related to #585","","",IT Bug,开发,""
606,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,名医提交和查询报错,毕艳芳,刘邵文,2020-04-15 09:58,"",V0.7,2020-04-14,2020-04-14,"","",0.00,0.00,100,2020-04-14 12:16,2020-04-15 09:58,徐苗,"","企业微信截图_f75d1763-054e-40b2-83ad-b0d9946b9a3e.png
1586836417270133.mp4
bug_606.sql",穿山甲,PRD Bug,开发,""
599,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,脑防委选择医院的时候出现4个重复医院,毕艳芳,刘邵文,2020-04-16 15:39,"",V0.7,2020-04-13,2020-04-13,"","",0.00,0.00,100,2020-04-13 15:51,2020-04-14 11:37,徐苗,"",WechatIMG66.jpeg,"",PRD Bug,开发,""
598,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,名医提交报错,毕艳芳,刘邵文,2020-04-14 11:37,"",V0.7,2020-04-13,2020-04-13,"","",0.00,0.00,100,2020-04-13 15:49,2020-04-14 11:37,徐苗,"",bugh.jpeg,"",PRD Bug,开发,""
591,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,穿山甲选择医院时按项目查询,毕艳芳,刘邵文,2020-04-13 14:45,"",V0.7,2020-04-10,2020-04-10,"","",0.00,0.00,100,2020-04-10 15:15,2020-04-13 09:15,徐苗,"","",穿山甲,UAT Bug,需求,""
590,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,admin查询活动详情报错。自己添加的数据。,毕艳芳,刘邵文,2020-04-13 14:46,"",V0.7,2020-04-10,2020-04-10,"","",0.00,0.00,100,2020-04-10 13:49,2020-04-10 17:20,徐苗,"",bug11.png,"",UAT Bug,开发,""
586,穿山甲,Story,569,E 讲堂的医生信息收集,Done,Normal,诺华E讲堂调查问卷架构管理,毕艳芳,刘邵文,2020-04-21 13:52,"",V0.7,2020-04-15,2020-04-15,6.00,6.00,0.00,0.00,100,2020-04-09 16:32,2020-04-21 13:52,徐苗,Related to #610,"架构.png
调查问卷架构模版.xlsx
调查问卷架构数据.xlsx",咯叽运营,"","",""
585,穿山甲,Story,569,E 讲堂的医生信息收集,Done,Normal,诺华E讲堂调查问卷医生管理,毕艳芳,刘邵文,2020-04-21 13:52,"",V0.7,2020-04-14,2020-04-15,6.00,6.00,0.00,0.00,100,2020-04-09 16:17,2020-04-21 13:52,徐苗,"Related to #610, Related to #612, Related to #634","管理-列表.png
修改.png
调查问卷医生下载模版.xlsx
调查问卷医生数据.xlsx",咯叽运营,"","",""
583,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,创建活动时，没保存DSM id,徐苗,刘邵文,2020-04-09 17:40,"",V0.7,2020-04-09,2020-04-09,"","",0.00,0.00,100,2020-04-09 16:07,2020-04-09 17:40,徐苗,Related to #508,clipboard-202004091606-8tl48.png,"",IT Bug,开发,""
574,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,穿山甲活动列表的搜索功能不起作用,徐苗,刘邵文,2020-04-09 17:40,"",V0.7,2020-04-09,2020-04-09,"","",0.00,0.00,100,2020-04-09 10:09,2020-04-09 17:40,徐苗,"",企业微信截图_88719b37-ae8b-4d08-b8c7-7877366c6254.png,"",IT Bug,开发,""
573,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,MR登录后查看不到项目下的活动,徐苗,刘邵文,2020-04-09 17:40,"",V0.7,2020-04-08,2020-04-08,"","",0.00,0.00,100,2020-04-08 19:21,2020-04-09 17:40,徐苗,Related to #570,"","",IT Bug,开发,""
567,穿山甲,Bug,414,邮件上传活动相关的资料,Done,Normal,穿山甲后台诺华E讲堂第一期，报销文件发送到邮箱报错,毕艳芳,刘邵文,2020-04-29 14:20,"",V0.7,2020-04-07,2020-04-07,"","",0.00,0.00,100,2020-04-07 14:35,2020-04-07 17:41,谷常生,"",bug22.png,"",PRD Bug,架构,""
563,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,修改/添加医生时需要有备注,徐苗,刘邵文,2020-04-02 19:45,"",V0.7,2020-04-02,2020-04-02,"","",0.00,0.00,100,2020-04-02 16:29,2020-04-02 19:45,徐苗,Related to #521,"","",IT Bug,开发,""
562,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,医生管理中详情，需要有日志,徐苗,刘邵文,2020-04-02 19:45,"",V0.7,2020-04-02,2020-04-02,"","",0.00,0.00,100,2020-04-02 16:28,2020-04-02 19:45,徐苗,Related to #521,"","",IT Bug,开发,""
561,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,添加或修改医院时医院太多找不到想要的医院,徐苗,刘邵文,2020-04-02 19:41,"",V0.7,2020-04-02,2020-04-02,"","",0.00,0.00,100,2020-04-02 16:18,2020-04-02 19:41,徐苗,Related to #521,clipboard-202004021617-vux09.png,"",IT Bug,开发,""
560,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,医生管理中的是否有效为否时，列表中不显示,徐苗,刘邵文,2020-04-02 19:41,"",V0.7,2020-04-02,2020-04-02,"","",0.00,0.00,100,2020-04-02 16:11,2020-04-02 19:41,徐苗,Related to #521,"","",IT Bug,开发,""
559,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,添加客户编码时，报错，但这个编码是不存在的,徐苗,刘邵文,2020-04-02 17:30,"",V0.7,2020-04-02,2020-04-02,"","",0.00,0.00,100,2020-04-02 15:34,2020-04-02 17:30,徐苗,Related to #520,clipboard-202004021534-7a0iy.png,"",IT Bug,开发,""
558,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,医院管理编辑/添加时，这些字段为空时，无法保存,徐苗,刘邵文,2020-04-02 17:30,"",V0.7,2020-04-02,2020-04-02,"","",0.00,0.00,100,2020-04-02 15:30,2020-04-02 17:30,徐苗,Related to #520,clipboard-202004021530-oerd3.png,"",IT Bug,开发,""
557,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,添加时间应该显示时分秒,徐苗,刘邵文,2020-04-02 17:14,"",V0.7,2020-04-02,2020-04-02,"","",0.00,0.00,100,2020-04-02 15:27,2020-04-02 17:14,徐苗,Related to #520,clipboard-202004021527-hxojp.png,"",IT Bug,开发,""
556,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,项目管理 编辑时，备注信息没显示,徐苗,刘邵文,2020-04-02 14:58,"",V0.7,2020-04-02,2020-04-02,"","",0.00,0.00,100,2020-04-02 14:17,2020-04-02 14:58,徐苗,"Related to #516, Related to #520","","",IT Bug,开发,""
551,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,项目 详情字段显示不全,徐苗,刘邵文,2020-04-02 15:22,"",V0.7,2020-04-02,2020-04-02,"","",0.00,0.00,100,2020-04-02 10:30,2020-04-02 15:22,徐苗,Related to #516,clipboard-202004021029-h3pag.png,"",IT Bug,开发,""
549,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,项目管理中的详情，二级页面（详情）中左边菜单没展开,徐苗,刘邵文,2020-04-02 13:58,"",V0.7,2020-04-02,2020-04-02,"","",0.00,0.00,100,2020-04-02 09:39,2020-04-02 13:58,徐苗,Related to #516,clipboard-202004020938-6eg9x.png,"",IT Bug,开发,""
548,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,项目code是不可以填写中文的,徐苗,刘邵文,2020-04-02 13:58,"",V0.7,2020-04-01,2020-04-01,"","",0.00,0.00,100,2020-04-01 19:50,2020-04-02 13:58,徐苗,"",clipboard-202004011950-koilj.png,"",IT Bug,开发,""
547,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,添加项目时，状态默认给执行中,徐苗,刘邵文,2020-04-02 14:25,"",V0.7,2020-04-01,2020-04-01,"","",0.00,0.00,100,2020-04-01 19:46,2020-04-02 14:25,徐苗,Related to #517,"","",IT Bug,开发,""
546,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,项目管理的展开收起的按钮样式不对,徐苗,刘邵文,2020-04-02 13:56,"",V0.7,2020-04-01,2020-04-01,"","",0.00,0.00,100,2020-04-01 19:37,2020-04-02 13:56,徐苗,Related to #516,clipboard-202004011937-pampj.png,"",IT Bug,开发,""
537,穿山甲,Bug,471,重构 Project 核心模型,Done,Normal,早安血糖生成的签到表的有效人数是20人，但Tracking中的有效观众是19人,毕艳芳,刘邵文,2020-04-26 13:07,"",V0.7,2020-03-31,2020-03-31,"","",0.00,0.00,100,2020-03-31 11:10,2020-03-31 20:03,徐苗,"","诺华早安血糖e讲堂_Tracking表__20200331_104502.xlsx
诺华早安血糖e讲堂_签到表_讲课_43_张永明_20200331103612.pdf",早安血糖 e 讲堂,PRD Bug,需求,""
534,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,新用户体验名医体验项目流程中的自动操作,毕艳芳,刘邵文,2020-04-14 11:25,"",V0.7,2020-04-01,2020-04-07,6.00,6.00,0.00,0.00,100,2020-03-27 18:48,2020-04-14 11:25,徐苗,"","凭证.jpg
确认单(1).jpg
协议.jpg
海报.jpg
story_534.sql","穿山甲, nood-service","","",""
526,穿山甲,Bug,415,Tracking 表管理（小程序、Web）,Done,Normal,小程序确认医院别名后，活动由无效变成有效，签到表和Tracking表需要生成重新生成,毕艳芳,刘邵文,2020-03-31 19:25,"",V0.7,2020-03-26,2020-03-26,3.00,3.00,0.00,0.00,100,2020-03-26 15:15,2020-03-31 19:25,徐苗,Related to #396,"","",UAT Bug,需求,""
521,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,项目管理-详情-医生管理,毕艳芳,刘邵文,2020-04-13 10:05,"",V0.7,2020-03-31,2020-04-01,4.00,4.00,1.00,1.00,100,2020-03-25 16:36,2020-04-13 10:05,徐苗,"Related to #560, Related to #561, Related to #562, Related to #563","",noodle-thymeleaf,"","",""
520,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,项目管理-详情-医院管理,毕艳芳,刘邵文,2020-04-13 10:04,"",V0.7,2020-03-30,2020-03-31,4.00,4.00,0.00,0.00,100,2020-03-25 16:10,2020-04-13 10:04,徐苗,"Related to #557, Related to #558, Related to #559, Related to #556","",noodle-thymeleaf,"","",""
517,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,项目管理-添加和修改,毕艳芳,刘邵文,2020-04-13 10:04,"",V0.7,2020-03-27,2020-03-30,6.00,6.00,0.00,0.00,100,2020-03-25 15:29,2020-04-13 10:04,徐苗,Related to #547,"",noodle-thymeleaf,"","",""
516,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,项目管理,毕艳芳,刘邵文,2020-04-13 10:04,"",V0.7,2020-03-26,2020-03-30,5.00,5.00,3.00,3.00,100,2020-03-25 15:15,2020-04-13 10:04,徐苗,"Related to #545, Related to #546, Related to #549, Related to #551, Related to #556","",noodle-thymeleaf,"","",""
497,穿山甲,Bug,387,血压 E 讲堂二期需求变更,Done,Normal,诺华E讲堂第二期出现活动序号重复的活动，导致豆子上传海报报错,毕艳芳,刘邵文,2020-04-01 13:38,"",V0.7,2020-03-24,2020-03-24,"","",0.00,0.00,100,2020-03-24 10:03,2020-03-31 20:04,徐苗,"","bug11.png
bug22.jpg",血压 e 讲堂,PRD Bug,开发,""
495,穿山甲,Bug,387,血压 E 讲堂二期需求变更,Done,Normal,导出的Tracking表的DSM的字段位置不对,毕艳芳,刘邵文,2020-03-24 08:49,"",V0.7,2020-03-23,2020-03-23,"","",0.00,0.00,100,2020-03-23 19:35,2020-03-24 08:49,徐苗,Related to #481,bug3.png,血压 e 讲堂,UAT Bug,开发,""
494,穿山甲,Bug,387,血压 E 讲堂二期需求变更,Done,Normal,导入Tracking表报错,毕艳芳,刘邵文,2020-03-24 08:49,"",V0.7,2020-03-23,2020-03-23,"","",0.00,0.00,100,2020-03-23 18:58,2020-03-24 08:49,徐苗,Related to #481,bug2.png,血压 e 讲堂,UAT Bug,开发,""
484,穿山甲,Bug,415,Tracking 表管理（小程序、Web）,Done,Normal,列表中的状态与详情中的状态不一致,徐苗,刘邵文,2020-03-23 14:27,"",V0.7,2020-03-23,2020-03-23,"","",0.00,0.00,100,2020-03-21 11:02,2020-03-23 14:27,徐苗,Related to #380,"611584759582_.pic.jpg
621584759582_.pic.jpg
681584942961_.pic.jpg","",IT Bug,开发,""
481,穿山甲,Story,387,血压 E 讲堂二期需求变更,Done,High,诺华E讲堂导入模版变更,毕艳芳,刘邵文,2020-07-09 10:27,"",V0.7,2020-03-23,2020-03-23,1.50,1.50,0.50,0.50,100,2020-03-20 16:24,2020-03-24 09:39,徐苗,"Related to #494, Related to #495","诺华E讲堂_Tracking_模版.xlsx
诺华E讲堂_Tracking表导出模版.xlsx
story_481.sql",血压 e 讲堂,"","",""
480,穿山甲,Story,415,Tracking 表管理（小程序、Web）,Done,Normal,活动生成签到表的时候同时生成Tracking表,毕艳芳,刘邵文,2020-03-31 20:04,"",V0.7,2020-03-20,2020-03-20,"","",1.00,1.00,100,2020-03-20 14:22,2020-03-31 20:04,徐苗,"","","血压 e 讲堂, 早安血糖 e 讲堂, noodle-thymeleaf, quartz-job","","",""
479,穿山甲,Bug,414,邮件上传活动相关的资料,Done,Normal,发送邮件格式错误,徐苗,刘邵文,2020-03-20 15:43,"",V0.7,2020-03-20,2020-03-20,"","",0.00,0.00,100,2020-03-20 14:03,2020-03-20 15:43,徐苗,Related to #475,clipboard-202003201402-80wkk.png,"",IT Bug,开发,""
476,穿山甲,Story,387,血压 E 讲堂二期需求变更,Done,Immediate,诺华E讲堂导出Tracking表加入4个字段,毕艳芳,刘邵文,2020-03-20 10:12,"",V0.7,2020-03-19,2020-03-19,2.00,2.00,0.00,0.00,100,2020-03-19 13:23,2020-03-20 10:12,徐苗,"",Tracking模版.xlsx,"血压 e 讲堂, noodle-thymeleaf","","",""
473,穿山甲,Bug,416,ACC 面单管理,Done,Normal,当有一个二期的活动签到表没能生成，后面的队列的活动签到表都无法生成,徐苗,刘邵文,2020-03-20 10:12,"",V0.7,2020-03-18,2020-03-18,"","",0.00,0.00,100,2020-03-18 16:04,2020-03-20 10:12,徐苗,"","","",PRD Bug,开发,""
469,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,更新医院主数据,毕艳芳,刘邵文,2020-04-17 09:26,"",V0.7,2020-04-07,2020-04-08,2.00,2.00,0.50,0.50,100,2020-03-18 11:39,2020-04-13 10:04,徐苗,"","hospital list.xlsb
story_469.sql",诺华主数据,"","",""
467,穿山甲,Story,471,重构 Project 核心模型,Done,Normal,名医添加申请，身份证验证规则修改,毕艳芳,刘邵文,2020-04-29 09:09,"",V0.7,2020-04-17,2020-04-17,3.00,3.00,0.00,0.00,100,2020-03-18 11:24,2020-04-29 09:09,徐苗,"Related to #628, Related to #660","","诺华主数据, 穿山甲","","",""
464,穿山甲,Bug,414,邮件上传活动相关的资料,Done,Normal,ppt命名正确，但上传不上去，邮件回复说附件错误,徐苗,刘邵文,2020-03-18 15:33,"",V0.7,2020-03-18,2020-03-18,"","",0.00,0.00,100,2020-03-18 10:04,2020-03-18 15:33,徐苗,Related to #322,EXF20011822-20200222-20200623.ppt,"",IT Bug,需求,""
462,穿山甲,Story,387,血压 E 讲堂二期需求变更,Done,Normal,医脉通接口变更，创建接口需要区分分期,毕艳芳,刘邵文,2020-03-18 10:26,"",V0.7,2020-03-17,2020-03-17,"","",0.00,0.00,100,2020-03-17 15:23,2020-03-18 10:26,徐苗,"","","医脉通, nood-service","","",""
461,穿山甲,Bug,387,血压 E 讲堂二期需求变更,Done,Normal,E讲堂活动无效变有效报错,毕艳芳,刘邵文,2020-03-31 20:04,"",V0.7,2020-03-17,2020-03-17,"","",0.00,0.00,100,2020-03-17 14:36,2020-03-31 20:04,徐苗,"",bug031701.png,"血压 e 讲堂, 咯叽运营",PRD Bug,开发,""
452,穿山甲,Bug,414,邮件上传活动相关的资料,Done,Normal,邮件解析成功后，项目名称没与项目做关联,徐苗,刘邵文,2020-03-18 14:30,"",V0.7,2020-03-17,2020-03-17,"","",0.00,0.00,100,2020-03-17 10:18,2020-03-17 16:18,徐苗,Related to #318,clipboard-202003171018-rway0.png,"",IT Bug,开发,""
450,穿山甲,Story,385,直播信息实时在穿山甲展现,Done,Normal,医脉通接口，接收医脉通推送的信息,毕艳芳,刘邵文,2020-04-02 17:47,"",V0.7,2020-03-19,2020-03-20,8.00,8.00,1.50,1.50,100,2020-03-16 19:11,2020-04-02 17:47,徐苗,"","",医脉通,"","",""
447,穿山甲,Bug,414,邮件上传活动相关的资料,Done,Normal,返回的错误信息重复了,徐苗,刘邵文,2020-03-18 14:29,"",V0.7,2020-03-16,2020-03-16,"","",0.00,0.00,100,2020-03-16 17:06,2020-03-17 16:26,徐苗,Related to #322,企业微信截图_300173c0-f078-4f42-9632-66befb36266f.png,"",IT Bug,需求,""
445,穿山甲,Story,387,血压 E 讲堂二期需求变更,Done,Normal,批量导入PPT课件，文件名存储只保留MCC号,毕艳芳,刘邵文,2020-03-20 10:12,"",V0.7,2020-03-17,2020-03-17,5.00,5.00,0.00,0.00,100,2020-03-16 13:51,2020-03-20 10:12,徐苗,"",story_445.sql,"血压 e 讲堂, quartz-job, noodle-thymeleaf","","",""
442,穿山甲,Bug,416,ACC 面单管理,Done,Normal,咯叽运营E讲堂活动管理报500的错误,毕艳芳,刘邵文,2020-03-18 10:14,"",V0.7,2020-03-13,2020-03-13,"","",0.00,0.00,100,2020-03-13 18:34,2020-03-18 10:14,徐苗,Related to #369,bug111.png,"血压 e 讲堂, 咯叽运营",UAT Bug,开发,""
436,穿山甲,Bug,416,ACC 面单管理,Done,Normal,命名错误，应该是面单号,徐苗,刘邵文,2020-03-18 14:28,"",V0.7,2020-03-13,2020-03-13,"","",0.00,0.00,100,2020-03-13 14:21,2020-03-13 15:16,徐苗,Related to #363,企业微信截图_22512db5-d149-4bea-b4ab-70c43282593a.png,"",IT Bug,开发,""
431,穿山甲,Bug,414,邮件上传活动相关的资料,Done,Normal,错误的附件，回复时，添加的附件应该是「Tracking 表模版」,徐苗,刘邵文,2020-03-18 14:19,"",V0.7,2020-03-12,2020-03-12,"","",0.00,0.00,100,2020-03-12 18:24,2020-03-16 15:06,徐苗,Related to #322,clipboard-202003121823-an3pi.png,"",IT Bug,开发,""
427,穿山甲,Debt,"","",Done,Normal,tracking、pdf、ppt效验与解析迁移到noodle-common-service,许清斌,刘邵文,2020-06-12 15:56,"",V0.7,2020-03-13,2020-03-25,10.00,10.00,0.00,0.00,100,2020-03-12 16:46,2020-06-12 15:56,徐苗,Related to #411,WXWorkCapture_15916057547616.png,"","","",""
417,穿山甲,Bug,387,血压 E 讲堂二期需求变更,Rejected,Normal,Tracking直播日期和小程序显示的直播日期不一致,毕艳芳,刘邵文,2020-03-18 16:42,"",V0.7,2020-03-12,2020-03-12,"","",0.00,0.00,70,2020-03-11 17:11,2020-03-18 16:42,徐苗,Related to #437,"BUG2.png
BUG1.png
BUG3.png","",PRD Bug,开发,""
410,穿山甲,Bug,414,邮件上传活动相关的资料,Done,Normal,邮件上传的模版不正确，回复的邮件说上传成功,徐苗,刘邵文,2020-03-18 13:57,"",V0.7,2020-03-10,2020-03-10,"","",0.00,0.00,100,2020-03-10 18:59,2020-03-11 08:20,徐苗,Related to #322,"","",IT Bug,合并代码,""
407,穿山甲,Story,387,血压 E 讲堂二期需求变更,Done,Normal,诺华E讲堂第二期添加活动分类地区级讲课，邮件导入Tracking表加入此类别的验证,毕艳芳,刘邵文,2020-03-31 20:04,"",V0.7,2020-03-11,2020-03-11,2.00,2.00,0.50,0.50,100,2020-03-10 15:09,2020-03-31 20:04,徐苗,"","","血压 e 讲堂, quartz-job","","",""
405,穿山甲,Story,387,血压 E 讲堂二期需求变更,Done,Normal,PPT文件支持的后缀名包含pptx,毕艳芳,刘邵文,2020-03-18 10:27,"",V0.7,2020-03-12,2020-03-12,5.00,5.00,0.50,0.50,100,2020-03-10 13:45,2020-03-18 10:27,徐苗,Related to #402,"","血压 e 讲堂, 早安血糖 e 讲堂, 咯叽运营, quartz-job, noodle-thymeleaf","","",""
403,穿山甲,Bug,387,血压 E 讲堂二期需求变更,Done,Normal,国家级讲者的活动类型修改成区域级的时候报错，如图,徐苗,刘邵文,2020-03-18 13:56,"",V0.7,2020-03-10,2020-03-10,"","",0.00,0.00,100,2020-03-10 11:44,2020-03-10 15:40,徐苗,Related to #394,clipboard-202003101143-lpb7w.png,"",IT Bug,开发,""
397,穿山甲,Story,414,邮件上传活动相关的资料,Done,Normal,邮箱服务中诺华E讲堂第一期活动导入加入国家级讲者的类别,毕艳芳,刘邵文,2020-03-31 20:04,"",V0.7,2020-03-10,2020-03-10,2.00,2.00,0.50,0.50,100,2020-03-09 17:58,2020-03-31 20:04,徐苗,"","","血压 e 讲堂, quartz-job","","",""
